item,version,letter,sentence,im_jahr,year,future,pp,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,spillover_pp,full_sentence,condition,list,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,PK
7,26,c,26c,Im Jahr,2020,werde ich,das,Turnier im,"""",Autorennen,"""",gewinnen,",",das berichtete,Niki Lauda,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Niki Lauda einer Nachrichtenagentur.",life mismatch,L5,F,J,mismatch,match,critical,PM,Athletes,Niki_Lauda.jpg,
7,28,c,28c,Im Jahr,1975,werde ich,das,Turnier im,"""",Tennis,"""",gewinnen,",",das berichtete,Serena Williams,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Serena Williams einer Nachrichtenagentur.",life mismatch,L5,F,J,mismatch,match,critical,PM,Athletes,Serena_Williams.jpg,
8,30,b,30b,Im Jahr,2019,werde ich,in dem,Film,"""",Joker,"""",auftreten,",",das teilte,Brad Pitt,einer Journalistin mit.,"Im Jahr 2019 werde ich in dem Film ""Joker"" auftreten, das teilte Brad Pitt einer Journalistin mit.",fact mismatch,L5,F,J,match,mismatch,critical,AP,Actors,Brad_Pitt.jpeg,
8,32,b,32b,Im Jahr,1963,werde ich,in dem,Film,"""",Der Kardinal,"""",auftreten,",",das teilte,Elizabeth Taylor,einer Journalistin mit.,"Im Jahr 1963 werde ich in dem Film ""Der Kardinal"" auftreten, das teilte Elizabeth Taylor einer Journalistin mit.",fact mismatch,L5,F,J,match,mismatch,critical,AP,Actors,Elizabeth_Taylor.jpg,
9,34,a,34a,Im Jahr,1990,werde ich,in dem,Film,"""",Edward mit den Scherenhänden,"""",mitspielen,",",das äußerte,Jonny Depp,gegenüber den Medien.,"Im Jahr 1990 werde ich in dem Film ""Edward mit den Scherenhänden"" mitspielen, das äußerte Jonny Depp gegenüber den Medien.",full match,L5,F,J,match,match,critical,AP,Actors,Johnny_Depp.jpg,
9,36,a,36a,Im Jahr,1963,werde ich,in dem,Film,"""",Winnetou,"""",mitspielen,",",das äußerte,Lex Barker,gegenüber den Medien.,"Im Jahr 1963 werde ich in dem Film ""Winnetou"" mitspielen, das äußerte Lex Barker gegenüber den Medien.",full match,L5,F,J,match,match,critical,AP,Actors,Lex_Barker.jpg,
10,37,d,37d,Im Jahr,2015,werde ich,in dem,Film,"""",Der große Diktator,"""",die Hauptrolle spielen,",",das schilderte,Joan Fontaine,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,AP,Actors,Joan_Fontaine.jpg,
10,39,d,39d,Im Jahr,1940,werde ich,in dem,Film,"""",Terminator: Genisys,"""",die Hauptrolle spielen,",",das schilderte,Jennifer Lawrence,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""Terminator: Genisys"" die Hauptrolle spielen, das schilderte Jennifer Lawrence interessierten Fans.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,AP,Actors,Jennifer_Lawrence.jpg,
11,41,c,41c,Im Jahr,1998,werde ich,in dem,Film,"""",Psycho,"""",die Hauptrolle spielen,",",das behauptete,Anthony Perkins,auf dem roten Teppich.,"Im Jahr 1998 werde ich in dem Film ""Psycho"" die Hauptrolle spielen, das behauptete Anthony Perkins auf dem roten Teppich.",life mismatch,L5,F,J,mismatch,match,critical,AP,Actors,Anthony_Perkins.png,
11,43,c,43c,Im Jahr,1960,werde ich,in dem,Film,"""",Eine Hochzeit zum Verlieben,"""",die Hauptrolle spielen,",",das behauptete,Adam Sandler,auf dem roten Teppich.,"Im Jahr 1960 werde ich in dem Film ""Eine Hochzeit zum Verlieben"" die Hauptrolle spielen, das behauptete Adam Sandler auf dem roten Teppich.",life mismatch,L5,F,J,mismatch,match,critical,AP,Actors,Adam_Sandler.jpg,
12,45,b,45b,Im Jahr,2020,werde ich,mein,Engagement für die,"""",Erreichung der Klimaziele,"""",vorantreiben,",",das verkündete,Malala Yousafzai,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die ""Erreichung der Klimaziele"" vorantreiben, das verkündete Malala Yousafzai auf einer Pressekonferenz.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Activist,Malala_Yousafzai.jpg,
12,47,b,47b,Im Jahr,1955,werde ich,mein,Engagement für die,"""",Bürgerrechtsbewegung,"""",vorantreiben,",",das verkündete,Nelson Mandela,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die ""Bürgerrechtsbewegung"" vorantreiben, das verkündete Nelson Mandela auf einer Pressekonferenz.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Activist,Nelson_Mandela.jpg,
13,49,a,49a,Im Jahr,2007,werde ich,den,Film,"""",Transformers,"""",inszenieren,",",das meinte,Michael Bay,in einer Fragerunde.,"Im Jahr 2007 werde ich den Film ""Transformers"" inszenieren, das meinte Michael Bay in einer Fragerunde.",full match,L5,F,J,match,match,critical,PM,Directors,Michael_Bay.jpg,
13,51,a,51a,Im Jahr,1925,werde ich,den,Film,"""",Panzerkreuzer Potemkin,"""",inszenieren,",",das meinte,Sergei Eisenstein,in einer Fragerunde.,"Im Jahr 1925 werde ich den Film ""Panzerkreuzer Potemkin"" inszenieren, das meinte Sergei Eisenstein in einer Fragerunde.",full match,L5,F,J,match,match,critical,PM,Directors,Sergei_Eisenstein.jpg,
14,54,d,54d,Im Jahr,1991,werde ich,in dem,Film,"""",Frankenstein,"""",zu sehen sein,",",das erzählte,Bela Lugosi,einer Nachrichtenagentur.,"Im Jahr 1991 werde ich in dem Film ""Frankenstein"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Actors,Bela_Lugosi.jpg,
14,56,d,56d,Im Jahr,1931,werde ich,in dem,Film,"""",Nightmare on Elm Street 6,"""",zu sehen sein,",",das erzählte,Sir Anthony Hopkins,einer Nachrichtenagentur.,"Im Jahr 1931 werde ich in dem Film ""Nightmare on Elm Street 6"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Actors,Sir_Anthony_Hopkins.jpg,
15,58,c,58c,Im Jahr,2008,werde ich,das,Buch,"""",Der Prozess,"""",abschließen,",",das stellte,Franz Kafka,nach einer Lesung fest.,"Im Jahr 2008 werde ich das Buch ""Der Prozess"" abschließen, das stellte Franz Kafka nach einer Lesung fest.",life mismatch,L5,F,J,mismatch,match,critical,PM,Authors,Franz_Kafka.jpg,
15,60,c,60c,Im Jahr,1925,werde ich,das,Buch,"""",Feuchtgebiete,"""",abschließen,",",das stellte,Charlotte Roche,nach einer Lesung fest.,"Im Jahr 1925 werde ich das Buch ""Feuchtgebiete"" abschließen, das stellte Charlotte Roche nach einer Lesung fest.",life mismatch,L5,F,J,mismatch,match,critical,PM,Authors,Charlotte_Roche.jpg,
16,62,b,62b,Im Jahr,2018,werde ich,in dem,Film,"""",Tatort Münster,"""",die Hauptrolle spielen,",",das versicherte,Til Schweiger,der Presse.,"Im Jahr 2018 werde ich in dem Film ""Tatort Münster"" die Hauptrolle spielen, das versicherte Til Schweiger der Presse.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Til_Schweiger.jpg,
16,64,b,64b,Im Jahr,1941,werde ich,in dem,Film,"""",Früchte des Zorns,"""",die Hauptrolle spielen,",",das versicherte,Orson Welles,der Presse.,"Im Jahr 1941 werde ich in dem Film ""Früchte des Zorns"" die Hauptrolle spielen, das versicherte Orson Welles der Presse.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Orson_Welles.jpg,
17,66,a,66a,Im Jahr,2017,werde ich,die,Nation,"""",Russland,"""",regieren,",",das berichtete,Wladimir Putin,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation ""Russland"" regieren, das berichtete Wladimir Putin einer Tageszeitung.",full match,L5,F,J,match,match,critical,DP,Policitians,Wladimir_Putin.jpg,
17,68,a,68a,Im Jahr,1942,werde ich,die,Nation,"""",U.S.A.,"""",regieren,",",das berichtete,Franklin D. Roosevelt,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation ""U.S.A."" regieren, das berichtete Franklin D. Roosevelt einer Tageszeitung.",full match,L5,F,J,match,match,critical,DP,Policitians,Franklin_D._Roosevelt.jpg,
18,69,d,69d,Im Jahr,2013,werde ich,das,Lied,"""",Der Kommissar,"""",veröffentlichen,",",das teilte,Marvin Gaye,den Medien mit.,"Im Jahr 2013 werde ich das Lied ""Der Kommissar"" veröffentlichen, das teilte Marvin Gaye den Medien mit.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Musicians,Marvin_Gaye.jpg,
18,71,d,71d,Im Jahr,1982,werde ich,das,Lied,"""",Royals,"""",veröffentlichen,",",das teilte,Avicii,den Medien mit.,"Im Jahr 1982 werde ich das Lied ""Royals"" veröffentlichen, das teilte Avicii den Medien mit.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Musicians,Avicii.jpg,
19,73,c,73c,Im Jahr,2017,werde ich,das,Land,"""",China,"""",regieren,",",das äußerte,Mao Zedong,auf einer Pressekonferenz.,"Im Jahr 2017 werde ich das Land ""China"" regieren, das äußerte Mao Zedong auf einer Pressekonferenz.",life mismatch,L5,F,J,mismatch,match,critical,AP,Policitians,Mao_Zedong.jpg,
19,75,c,75c,Im Jahr,1960,werde ich,das,Land,"""",Kanada,"""",regieren,",",das äußerte,Justin Trudeau,auf einer Pressekonferenz.,"Im Jahr 1960 werde ich das Land ""Kanada"" regieren, das äußerte Justin Trudeau auf einer Pressekonferenz.",life mismatch,L5,F,J,mismatch,match,critical,AP,Policitians,Justin_Trudeau.jpg,
20,77,b,77b,Im Jahr,2008,werde ich,meine,Erfindung,"""",Tesla Roadster,"""",vermarkten,",",das schilderte,Mark Zuckerberg,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Mark Zuckerberg einer Tageszeitung.",fact mismatch,L5,F,J,match,mismatch,critical,AP,Creators,Mark_Zuckerberg.jpg,
20,79,b,79b,Im Jahr,1908,werde ich,meine,Erfindung,"""",Glühbirne,"""",vermarkten,",",das schilderte,Henry Ford,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Henry Ford einer Tageszeitung.",fact mismatch,L5,F,J,match,mismatch,critical,AP,Creators,Henry_Ford.jpg,
21,81,a,81a,Im Jahr,2016,werde ich,in dem,FIlm,"""",Suicide Squad,"""",auftreten,",",das behauptete,Margot Robbie,gegenüber einer Journalistin.,"Im Jahr 2016 werde ich in dem FIlm ""Suicide Squad"" auftreten, das behauptete Margot Robbie gegenüber einer Journalistin.",full match,L5,F,J,match,match,critical,PM,Actors,Margot_Robbie.jpg,
21,83,a,83a,Im Jahr,1959,werde ich,in dem,Film,"""",Der unsichtbare Dritte,"""",auftreten,",",das behauptete,Cary Grant,gegenüber einer Journalistin.,"Im Jahr 1959 werde ich in dem Film ""Der unsichtbare Dritte"" auftreten, das behauptete Cary Grant gegenüber einer Journalistin.",full match,L5,F,J,match,match,critical,PM,Actors,Cary_Grant.jpg,
22,86,d,86d,Im Jahr,2018,werde ich,in dem,Film,"""",Der längste Tag,"""",mitspielen,",",das verkündete,Omar Sharif,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Actors,Omar_Sharif.jpg,
22,88,d,88d,Im Jahr,1962,werde ich,in dem,Film,"""",The Favourite,"""",mitspielen,",",das verkündete,Bradley Cooper,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""The Favourite"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Actors,Bradley_Cooper.jpg,
23,90,c,90c,Im Jahr,1999,werde ich,in dem,Film,"""",Der Gendarm von Saint Tropez,"""",zu sehen sein,",",das meinte,Louis de Funès,auf Nachfrage.,"Im Jahr 1999 werde ich in dem Film ""Der Gendarm von Saint Tropez"" zu sehen sein, das meinte Louis de Funès auf Nachfrage.",life mismatch,L5,F,J,mismatch,match,critical,PM,Actors,Louis_de_Funes.jpg,
23,92,c,92c,Im Jahr,1964,werde ich,in dem,Film,"""",Der talentierte Mr. Ripley,"""",zu sehen sein,",",das meinte,Matt Damon,auf Nachfrage.,"Im Jahr 1964 werde ich in dem Film ""Der talentierte Mr. Ripley"" zu sehen sein, das meinte Matt Damon auf Nachfrage.",life mismatch,L5,F,J,mismatch,match,critical,PM,Actors,Matt_Damon.jpg,
24,94,b,94b,Im Jahr,2014,werde ich,in dem,Film,"""",The Imitation Game,"""",die Hauptrolle spielen,",",das erzählte,Chris Pratt,interessierten Fans.,"Im Jahr 2014 werde ich in dem Film ""The Imitation Game"" die Hauptrolle spielen, das erzählte Chris Pratt interessierten Fans.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Chris_Pratt.jpg,
24,96,b,96b,Im Jahr,1972,werde ich,in dem,FIlm,"""",Aguirre - Der Zorn Gottes,"""",die Hauptrolle spielen,",",das erzählte,Bruce Lee,interessierten Fans.,"Im Jahr 1972 werde ich in dem FIlm ""Aguirre - Der Zorn Gottes"" die Hauptrolle spielen, das erzählte Bruce Lee interessierten Fans.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Bruce_Lee.jpg,
25,98,a,98a,Im Jahr,2014,werde ich,das,Lied,"""",Rolling in the Deep,"""",herausbringen,",",das stellte,Adele,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""Rolling in the Deep"" herausbringen, das stellte Adele bei einer Pressekonferenz fest.",full match,L5,F,J,match,match,critical,AP,Musicians,Adele.jpg,
25,100,a,100a,Im Jahr,1975,werde ich,das,Lied,"""",Stand By Me,"""",herausbringen,",",das stellte,John Lennon,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Stand By Me"" herausbringen, das stellte John Lennon bei einer Pressekonferenz fest.",full match,L5,F,J,match,match,critical,AP,Musicians,John_Lennon.jpg,
26,101,d,101d,Im Jahr,1990,werde ich,in dem,Film,"""",Stadt in Angst,"""",auftreten,",",das versicherte,Grace Kelly,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Stadt in Angst"" auftreten, das versicherte Grace Kelly den Medien.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Actors,Grace_Kelly.jpg,
26,103,d,103d,Im Jahr,1955,werde ich,in dem,Film,"""",Kevin - Allein zu Haus,"""",auftreten,",",das versicherte,Kevin Costner,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Kevin - Allein zu Haus"" auftreten, das versicherte Kevin Costner den Medien.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Actors,Kevin_Costner.jpg,
27,105,c,105c,Im Jahr,2017,werde ich,das,Lied,"""",The Show must go on,"""",aufnehmen,",",das berichtete,Freddie Mercury,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""The Show must go on"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",life mismatch,L5,F,J,mismatch,match,critical,PM,Musicians,Freddie_Mercury.jpg,
27,107,c,107c,Im Jahr,1991,werde ich,das,Lied,"""",Sign of the Times,"""",aufnehmen,",",das berichtete,Harry Styles,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",life mismatch,L5,F,J,mismatch,match,critical,PM,Musicians,Harry_Styles.jpg,
28,109,b,109b,Im Jahr,2016,werde ich,das,Buch,"""",Panikherz,"""",fertigstellen,",",das teilte,Simon Beckett,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Panikherz"" fertigstellen, das teilte Simon Beckett der Presse mit.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Authors,Simon_Beckett.jpg,
28,111,b,111b,Im Jahr,1837,werde ich,das,Buch,"""",Oliver Twist,"""",fertigstellen,",",das teilte,Georg Büchner,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Oliver Twist"" fertigstellen, das teilte Georg Büchner der Presse mit.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Authors,Georg_Büchner.jpg,
29,113,a,113a,Im Jahr,2013,werde ich,das,Lied,"""",Atemlos durch die Nacht,"""",veröffentlichen,",",das äußerte,Helene Fischer,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""Atemlos durch die Nacht"" veröffentlichen, das äußerte Helene Fischer gegenüber interessierten Fans.",full match,L5,F,J,match,match,critical,AP,Musicians,Helene_Fischer.jpg,
29,115,a,115a,Im Jahr,1967,werde ich,das,Lied,"""",Sag mir wo die Blumen sind,"""",veröffentlichen,",",das äußerte,Marlene Dietrich,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Sag mir wo die Blumen sind"" veröffentlichen, das äußerte Marlene Dietrich gegenüber interessierten Fans.",full match,L5,F,J,match,match,critical,AP,Musicians,Marlene_Dietrich.jpg,
30,118,d,118d,Im Jahr,2011,werde ich,das,Lied,"""",Love Me Tender,"""",herausbringen,",",das schilderte,Billie Holiday,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Love Me Tender"" herausbringen, das schilderte Billie Holiday in einem Interview.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,AP,Musicians,Billie_Holiday.jpg,
30,120,d,120d,Im Jahr,1956,werde ich,das,Lied,"""",Bloody Mary,"""",herausbringen,",",das schilderte,Carly Rae Jepsen,in einem Interview.,"Im Jahr 1956 werde ich das Lied ""Bloody Mary"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,
31,122,c,122c,Im Jahr,2010,werde ich,das,Lied,"""",Like A Rolling Stone,"""",aufnehmen,",",das behauptete,Bob Dylan,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Bob Dylan auf einer Aftershowparty.",life mismatch,L5,F,J,mismatch,match,critical,AP,Musicians,Bob_Dylan.jpg,
31,124,c,124c,Im Jahr,1965,werde ich,das,Lied,"""",Addicted to you,"""",aufnehmen,",",das behauptete,Shakira,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",life mismatch,L5,F,J,mismatch,match,critical,AP,Musicians,Shakira.jpg,
32,126,b,126b,Im Jahr,2012,werde ich,in dem,Film,"""",James Bond: Skyfall,"""",mitspielen,",",das verkündete,Jamie Foxx,der Öffentlichkeit.,"Im Jahr 2012 werde ich in dem Film ""James Bond: Skyfall"" mitspielen, das verkündete Jamie Foxx der Öffentlichkeit.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Jamie_Foxx.jpg,
32,128,b,128b,Im Jahr,1962,werde ich,in dem,Film,"""",Lawrence von Arabien,"""",mitspielen,",",das verkündete,Marlon Brando,der Öffentlichkeit.,"Im Jahr 1962 werde ich in dem Film ""Lawrence von Arabien"" mitspielen, das verkündete Marlon Brando der Öffentlichkeit.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Marlon_Brando.jpg,
33,130,a,130a,Im Jahr,2001,werde ich,das,Buch,"""",Schiffbruch mit Tiger,"""",publizieren,",",das meinte,Yann Martel,nach einer Lesung.,"Im Jahr 2001 werde ich das Buch ""Schiffbruch mit Tiger"" publizieren, das meinte Yann Martel nach einer Lesung.",full match,L5,F,J,match,match,critical,PM,Authors,Yann_Martel.jpg,
33,132,a,132a,Im Jahr,1847,werde ich,das,Buch,"""",Grundsätze des Kommunismus,"""",publizieren,",",das meinte,Friedrich Engels,nach einer Lesung.,"Im Jahr 1847 werde ich das Buch ""Grundsätze des Kommunismus"" publizieren, das meinte Friedrich Engels nach einer Lesung.",full match,L5,F,J,match,match,critical,PM,Authors,Friedrich_Engels.jpg,
34,133,d,133d,Im Jahr,2000,werde ich,das,Buch,"""",Alice im Wunderland,"""",abschließen,",",das erzählte,Wilhelm Busch,auf Nachfrage.,"Im Jahr 2000 werde ich das Buch ""Alice im Wunderland"" abschließen, das erzählte Wilhelm Busch auf Nachfrage.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Authors,Wilhelm_Busch.jpg,
34,135,d,135d,Im Jahr,1865,werde ich,das,Buch,"""",Harry Potter und der Feuerkelch,"""",abschließen,",",das erzählte,Dan Brown,auf Nachfrage.,"Im Jahr 1865 werde ich das Buch ""Harry Potter und der Feuerkelch"" abschließen, das erzählte Dan Brown auf Nachfrage.",life-fact mismatch,L5,F,J,mismatch,mismatch,critical,PM,Authors,Dan_Brown.jpg,
35,137,c,137c,Im Jahr,1996,werde ich,das,Buch,"""",Tote Seelen,"""",fertigstellen,",",das stellte,Nikolai Gogol,in einer Fragerunde fest.,"Im Jahr 1996 werde ich das Buch ""Tote Seelen"" fertigstellen, das stellte Nikolai Gogol in einer Fragerunde fest.",life mismatch,L5,F,J,mismatch,match,critical,PM,Authors,Nikolai_Gogol.jpg,
35,139,c,139c,Im Jahr,1842,werde ich,das,Buch,"""",Game of Thrones,"""",fertigstellen,",",das stellte,George R.R. Martin,in einer Fragerunde fest.,"Im Jahr 1842 werde ich das Buch ""Game of Thrones"" fertigstellen, das stellte George R.R. Martin in einer Fragerunde fest.",life mismatch,L5,F,J,mismatch,match,critical,PM,Authors,George_RR_Martin.jpg,
36,141,b,141b,Im Jahr,2009,werde ich,in dem,Film,"""",Star Trek,"""",zu sehen sein,",",das versicherte,Taylor Lautner,einem Reporter.,"Im Jahr 2009 werde ich in dem Film ""Star Trek"" zu sehen sein, das versicherte Taylor Lautner einem Reporter.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Taylor_Lautner.jpg,
36,143,b,143b,Im Jahr,1980,werde ich,in dem,Film,"""",Blues Brothers,"""",zu sehen sein,",",das versicherte,Christopher Reeve,einem Reporter.,"Im Jahr 1980 werde ich in dem Film ""Blues Brothers"" zu sehen sein, das versicherte Christopher Reeve einem Reporter.",fact mismatch,L5,F,J,match,mismatch,critical,PM,Actors,Christopher_Reeve.jpg,
37,145,a,145a,Im Jahr,2018,werde ich,das,Buch,"""",12 Rules for Life,"""",publizieren,",",das berichtete,Jordan Peterson,einer Journalistin.,"Im Jahr 2018 werde ich das Buch ""12 Rules for Life"" publizieren, das berichtete Jordan Peterson einer Journalistin.",full match,L5,F,J,match,match,critical,PM,Authors,Jordan_Peterson.jpg,
