item,version,letter,sentence,im_jahr,year,future,pp,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,spillover_pp,full_sentence,condition,list,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,PK
10,39,b,39b,Im Jahr,1940,werde ich,in dem,Film,"""",Der große Diktator,"""",die Hauptrolle spielen,",",das schilderte,Joan Fontaine,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.",fact mismatch,L3,F,J,match,mismatch,critical,AP,Actors,Joan_Fontaine.jpg,
11,41,a,41a,Im Jahr,1998,werde ich,in dem,Film,"""",Eine Hochzeit zum Verlieben,"""",die Hauptrolle spielen,",",das behauptete,Adam Sandler,auf dem roten Teppich.,"Im Jahr 1998 werde ich in dem Film ""Eine Hochzeit zum Verlieben"" die Hauptrolle spielen, das behauptete Adam Sandler auf dem roten Teppich.",full match,L3,F,J,match,match,critical,AP,Actors,Adam_Sandler.jpg,
11,43,a,43a,Im Jahr,1960,werde ich,in dem,Film,"""",Psycho,"""",die Hauptrolle spielen,",",das behauptete,Anthony Perkins,auf dem roten Teppich.,"Im Jahr 1960 werde ich in dem Film ""Psycho"" die Hauptrolle spielen, das behauptete Anthony Perkins auf dem roten Teppich.",full match,L3,F,J,match,match,critical,AP,Actors,Anthony_Perkins.png,
12,46,d,46d,Im Jahr,2020,werde ich,mein,Engagement für die,"""",Abschaffung der Apartheid,"""",vorantreiben,",",das verkündete,Martin Luther King,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die ""Abschaffung der Apartheid"" vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Activist,Martin_Luther_King,
12,48,d,48d,Im Jahr,1955,werde ich,mein,Engagement für die,"""",Rechte junger Frauen,"""",vorantreiben,",",das verkündete,Greta Thunberg,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die ""Rechte junger Frauen"" vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Activist,Greta_Thunberg.jpg,
13,50,c,50c,Im Jahr,2007,werde ich,den,Film,"""",Metropolis,"""",inszenieren,",",das meinte,Fritz Lang,in einer Fragerunde.,"Im Jahr 2007 werde ich den Film ""Metropolis"" inszenieren, das meinte Fritz Lang in einer Fragerunde.",life mismatch,L3,F,J,mismatch,match,critical,PM,Directors,Fritz_Lang.jpg,
13,52,c,52c,Im Jahr,1925,werde ich,den,Film,"""",No Country for Old Men,"""",inszenieren,",",das meinte,Ethan Coen,in einer Fragerunde.,"Im Jahr 1925 werde ich den Film ""No Country for Old Men"" inszenieren, das meinte Ethan Coen in einer Fragerunde.",life mismatch,L3,F,J,mismatch,match,critical,PM,Directors,Ethan_Coen.jpg,
14,54,b,54b,Im Jahr,1991,werde ich,in dem,Film,"""",Nightmare on Elm Street 6,"""",zu sehen sein,",",das erzählte,Sir Anthony Hopkins,einer Nachrichtenagentur.,"Im Jahr 1991 werde ich in dem Film ""Nightmare on Elm Street 6"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Actors,Sir_Anthony_Hopkins.jpg,
14,56,b,56b,Im Jahr,1931,werde ich,in dem,Film,"""",Frankenstein,"""",zu sehen sein,",",das erzählte,Bela Lugosi,einer Nachrichtenagentur.,"Im Jahr 1931 werde ich in dem Film ""Frankenstein"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Actors,Bela_Lugosi.jpg,
15,58,a,58a,Im Jahr,2008,werde ich,das,Buch,"""",Feuchtgebiete,"""",abschließen,",",das stellte,Charlotte Roche,nach einer Lesung fest.,"Im Jahr 2008 werde ich das Buch ""Feuchtgebiete"" abschließen, das stellte Charlotte Roche nach einer Lesung fest.",full match,L3,F,J,match,match,critical,PM,Authors,Charlotte_Roche.jpg,
15,60,a,60a,Im Jahr,1925,werde ich,das,Buch,"""",Der Prozess,"""",abschließen,",",das stellte,Franz Kafka,nach einer Lesung fest.,"Im Jahr 1925 werde ich das Buch ""Der Prozess"" abschließen, das stellte Franz Kafka nach einer Lesung fest.",full match,L3,F,J,match,match,critical,PM,Authors,Franz_Kafka.jpg,
16,61,d,61d,Im Jahr,2018,werde ich,in dem,Film,"""",Citizen Kane,"""",die Hauptrolle spielen,",",das versicherte,Henry Fonda,der Presse.,"Im Jahr 2018 werde ich in dem Film ""Citizen Kane"" die Hauptrolle spielen, das versicherte Henry Fonda der Presse.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Henry_Fonda.jpg,
16,63,d,63d,Im Jahr,1941,werde ich,in dem,Film,"""",Tschiller - Off Duty,"""",die Hauptrolle spielen,",",das versicherte,Jan-Josef Liefers,der Presse.,"Im Jahr 1941 werde ich in dem Film ""Tschiller - Off Duty"" die Hauptrolle spielen, das versicherte Jan-Josef Liefers der Presse.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Jan-Josef_Liefers.jpg,
17,65,c,65c,Im Jahr,2017,werde ich,die,Nation,"""",Großbritannien,"""",regieren,",",das berichtete,Winston Churchill,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation ""Großbritannien"" regieren, das berichtete Winston Churchill einer Tageszeitung.",life mismatch,L3,F,J,mismatch,match,critical,DP,Policitians,Winston_Churchill.jpg,
17,67,c,67c,Im Jahr,1942,werde ich,die,Nation,"""",Frankreich,"""",regieren,",",das berichtete,Emmanuel Macron,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation ""Frankreich"" regieren, das berichtete Emmanuel Macron einer Tageszeitung.",life mismatch,L3,F,J,mismatch,match,critical,DP,Policitians,Emmanuel_Macron.jpg,
18,69,b,69b,Im Jahr,2013,werde ich,das,Lied,"""",Royals,"""",veröffentlichen,",",das teilte,Avicii,den Medien mit.,"Im Jahr 2013 werde ich das Lied ""Royals"" veröffentlichen, das teilte Avicii den Medien mit.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Musicians,Avicii.jpg,
18,71,b,71b,Im Jahr,1982,werde ich,das,Lied,"""",Der Kommissar,"""",veröffentlichen,",",das teilte,Marvin Gaye,den Medien mit.,"Im Jahr 1982 werde ich das Lied ""Der Kommissar"" veröffentlichen, das teilte Marvin Gaye den Medien mit.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Musicians,Marvin_Gaye.jpg,
19,73,a,73a,Im Jahr,2017,werde ich,das,Land,"""",Kanada,"""",regieren,",",das äußerte,Justin Trudeau,auf einer Pressekonferenz.,"Im Jahr 2017 werde ich das Land ""Kanada"" regieren, das äußerte Justin Trudeau auf einer Pressekonferenz.",full match,L3,F,J,match,match,critical,AP,Policitians,Justin_Trudeau.jpg,
19,75,a,75a,Im Jahr,1960,werde ich,das,Land,"""",China,"""",regieren,",",das äußerte,Mao Zedong,auf einer Pressekonferenz.,"Im Jahr 1960 werde ich das Land ""China"" regieren, das äußerte Mao Zedong auf einer Pressekonferenz.",full match,L3,F,J,match,match,critical,AP,Policitians,Mao_Zedong.jpg,
20,78,d,78d,Im Jahr,2008,werde ich,meine,Erfindung,"""",Ford Model T,"""",vermarkten,",",das schilderte,Thomas Edison,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Ford Model T"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,AP,Creators,Thomas_Edison.jpg,
20,80,d,80d,Im Jahr,1908,werde ich,meine,Erfindung,"""",Facebook,"""",vermarkten,",",das schilderte,Elon Musk,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Facebook"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,AP,Creators,Elon_Musk.jpg,
21,82,c,82c,Im Jahr,2016,werde ich,in dem,FIlm,"""",Ben Hur,"""",auftreten,",",das behauptete,Charlton Heston,gegenüber einer Journalistin.,"Im Jahr 2016 werde ich in dem FIlm ""Ben Hur"" auftreten, das behauptete Charlton Heston gegenüber einer Journalistin.",life mismatch,L3,F,J,mismatch,match,critical,PM,Actors,Charlton_Heston.jpg,
21,84,c,84c,Im Jahr,1959,werde ich,in dem,Film,"""",La La Land,"""",auftreten,",",das behauptete,Ryan Gosling,gegenüber einer Journalistin.,"Im Jahr 1959 werde ich in dem Film ""La La Land"" auftreten, das behauptete Ryan Gosling gegenüber einer Journalistin.",life mismatch,L3,F,J,mismatch,match,critical,PM,Actors,Ryan_Gosling.jpg,
22,86,b,86b,Im Jahr,2018,werde ich,in dem,Film,"""",The Favourite,"""",mitspielen,",",das verkündete,Bradley Cooper,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""The Favourite"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Actors,Bradley_Cooper.jpg,
22,88,b,88b,Im Jahr,1962,werde ich,in dem,Film,"""",Der längste Tag,"""",mitspielen,",",das verkündete,Omar Sharif,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Actors,Omar_Sharif.jpg,
23,90,a,90a,Im Jahr,1999,werde ich,in dem,Film,"""",Der talentierte Mr. Ripley,"""",zu sehen sein,",",das meinte,Matt Damon,auf Nachfrage.,"Im Jahr 1999 werde ich in dem Film ""Der talentierte Mr. Ripley"" zu sehen sein, das meinte Matt Damon auf Nachfrage.",full match,L3,F,J,match,match,critical,PM,Actors,Matt_Damon.jpg,
23,92,a,92a,Im Jahr,1964,werde ich,in dem,Film,"""",Der Gendarm von Saint Tropez,"""",zu sehen sein,",",das meinte,Louis de Funès,auf Nachfrage.,"Im Jahr 1964 werde ich in dem Film ""Der Gendarm von Saint Tropez"" zu sehen sein, das meinte Louis de Funès auf Nachfrage.",full match,L3,F,J,match,match,critical,PM,Actors,Louis_de_Funes.jpg,
24,93,d,93d,Im Jahr,2014,werde ich,in dem,Film,"""",Todesgrüße aus Shanghai,"""",die Hauptrolle spielen,",",das erzählte,Klaus Kinski,interessierten Fans.,"Im Jahr 2014 werde ich in dem Film ""Todesgrüße aus Shanghai"" die Hauptrolle spielen, das erzählte Klaus Kinski interessierten Fans.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Klaus_Kinski.jpg,
24,95,d,95d,Im Jahr,1972,werde ich,in dem,FIlm,"""",Guardians of the Galaxy,"""",die Hauptrolle spielen,",",das erzählte,Benedict Cumberbatch,interessierten Fans.,"Im Jahr 1972 werde ich in dem FIlm ""Guardians of the Galaxy"" die Hauptrolle spielen, das erzählte Benedict Cumberbatch interessierten Fans.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Benedict_Cumberbatch.jpg,
25,97,c,97c,Im Jahr,2014,werde ich,das,Lied,"""",I Shot The Sheriff,"""",herausbringen,",",das stellte,Bob Marley,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""I Shot The Sheriff"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",life mismatch,L3,F,J,mismatch,match,critical,AP,Musicians,Bob_Marley.jpeg,
25,99,c,99c,Im Jahr,1975,werde ich,das,Lied,"""",Uptown Funk,"""",herausbringen,",",das stellte,Bruno Mars,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Uptown Funk"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.",life mismatch,L3,F,J,mismatch,match,critical,AP,Musicians,Bruno_Mars.jpg,
26,101,b,101b,Im Jahr,1990,werde ich,in dem,Film,"""",Kevin - Allein zu Haus,"""",auftreten,",",das versicherte,Kevin Costner,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Kevin - Allein zu Haus"" auftreten, das versicherte Kevin Costner den Medien.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Actors,Kevin_Costner.jpg,
26,103,b,103b,Im Jahr,1955,werde ich,in dem,Film,"""",Stadt in Angst,"""",auftreten,",",das versicherte,Grace Kelly,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Stadt in Angst"" auftreten, das versicherte Grace Kelly den Medien.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Actors,Grace_Kelly.jpg,
27,105,a,105a,Im Jahr,2017,werde ich,das,Lied,"""",Sign of the Times,"""",aufnehmen,",",das berichtete,Harry Styles,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",full match,L3,F,J,match,match,critical,PM,Musicians,Harry_Styles.jpg,
27,107,a,107a,Im Jahr,1991,werde ich,das,Lied,"""",The Show must go on,"""",aufnehmen,",",das berichtete,Freddie Mercury,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""The Show must go on"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",full match,L3,F,J,match,match,critical,PM,Musicians,Freddie_Mercury.jpg,
28,110,d,110d,Im Jahr,2016,werde ich,das,Buch,"""",Woyzeck,"""",fertigstellen,",",das teilte,Charles Dickens,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Woyzeck"" fertigstellen, das teilte Charles Dickens der Presse mit.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Authors,Charles_Dickens.jpg,
28,112,d,112d,Im Jahr,1837,werde ich,das,Buch,"""",Totenfang,"""",fertigstellen,",",das teilte,Benjamin von Stuckrad-Barre,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Totenfang"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Authors,Benjamin_von_Stuckrad-Barre.jpg,
29,114,c,114c,Im Jahr,2013,werde ich,das,Lied,"""",What a Wonderful World,"""",veröffentlichen,",",das äußerte,Louis Armstrong,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",life mismatch,L3,F,J,mismatch,match,critical,AP,Musicians,Louis_Armstrong.jpg,
29,116,c,116c,Im Jahr,1967,werde ich,das,Lied,"""",Gangnam Style,"""",veröffentlichen,",",das äußerte,Psy,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Gangnam Style"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",life mismatch,L3,F,J,mismatch,match,critical,AP,Musicians,Psy.jpg,
30,118,b,118b,Im Jahr,2011,werde ich,das,Lied,"""",Bloody Mary,"""",herausbringen,",",das schilderte,Carly Rae Jepsen,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Bloody Mary"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",fact mismatch,L3,F,J,match,mismatch,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,
30,120,b,120b,Im Jahr,1956,werde ich,das,Lied,"""",Love Me Tender,"""",herausbringen,",",das schilderte,Billie Holiday,in einem Interview.,"Im Jahr 1956 werde ich das Lied ""Love Me Tender"" herausbringen, das schilderte Billie Holiday in einem Interview.",fact mismatch,L3,F,J,match,mismatch,critical,AP,Musicians,Billie_Holiday.jpg,
31,122,a,122a,Im Jahr,2010,werde ich,das,Lied,"""",Addicted to you,"""",aufnehmen,",",das behauptete,Shakira,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",full match,L3,F,J,match,match,critical,AP,Musicians,Shakira.jpg,
31,124,a,124a,Im Jahr,1965,werde ich,das,Lied,"""",Like A Rolling Stone,"""",aufnehmen,",",das behauptete,Bob Dylan,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Bob Dylan auf einer Aftershowparty.",full match,L3,F,J,match,match,critical,AP,Musicians,Bob_Dylan.jpg,
32,125,d,125d,Im Jahr,2012,werde ich,in dem,Film,"""",Meuterei auf der Bounty,"""",mitspielen,",",das verkündete,Alec Guinness,der Öffentlichkeit.,"Im Jahr 2012 werde ich in dem Film ""Meuterei auf der Bounty"" mitspielen, das verkündete Alec Guinness der Öffentlichkeit.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Alec_Guinness.jpg,
32,127,d,127d,Im Jahr,1962,werde ich,in dem,Film,"""",Django Unchained,"""",mitspielen,",",das verkündete,Daniel Craig,der Öffentlichkeit.,"Im Jahr 1962 werde ich in dem Film ""Django Unchained"" mitspielen, das verkündete Daniel Craig der Öffentlichkeit.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Daniel_Craig.jpg,
33,129,c,129c,Im Jahr,2001,werde ich,das,Buch,"""",Jane Eyre,"""",publizieren,",",das meinte,Charlotte Brontë,nach einer Lesung.,"Im Jahr 2001 werde ich das Buch ""Jane Eyre"" publizieren, das meinte Charlotte Brontë nach einer Lesung.",life mismatch,L3,F,J,mismatch,match,critical,PM,Authors,Charlotte_Bronte_Drawing.jpg,
33,131,c,131c,Im Jahr,1847,werde ich,das,Buch,"""",Die Korrekturen,"""",publizieren,",",das meinte,Jonathan Franzen,nach einer Lesung.,"Im Jahr 1847 werde ich das Buch ""Die Korrekturen"" publizieren, das meinte Jonathan Franzen nach einer Lesung.",life mismatch,L3,F,J,mismatch,match,critical,PM,Authors,Jonathan_Franzen.jpg,
34,133,b,133b,Im Jahr,2000,werde ich,das,Buch,"""",Harry Potter und der Feuerkelch,"""",abschließen,",",das erzählte,Dan Brown,auf Nachfrage.,"Im Jahr 2000 werde ich das Buch ""Harry Potter und der Feuerkelch"" abschließen, das erzählte Dan Brown auf Nachfrage.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Authors,Dan_Brown.jpg,
34,135,b,135b,Im Jahr,1865,werde ich,das,Buch,"""",Alice im Wunderland,"""",abschließen,",",das erzählte,Wilhelm Busch,auf Nachfrage.,"Im Jahr 1865 werde ich das Buch ""Alice im Wunderland"" abschließen, das erzählte Wilhelm Busch auf Nachfrage.",fact mismatch,L3,F,J,match,mismatch,critical,PM,Authors,Wilhelm_Busch.jpg,
35,137,a,137a,Im Jahr,1996,werde ich,das,Buch,"""",Game of Thrones,"""",fertigstellen,",",das stellte,George R.R. Martin,in einer Fragerunde fest.,"Im Jahr 1996 werde ich das Buch ""Game of Thrones"" fertigstellen, das stellte George R.R. Martin in einer Fragerunde fest.",full match,L3,F,J,match,match,critical,PM,Authors,George_RR_Martin.jpg,
35,139,a,139a,Im Jahr,1842,werde ich,das,Buch,"""",Tote Seelen,"""",fertigstellen,",",das stellte,Nikolai Gogol,in einer Fragerunde fest.,"Im Jahr 1842 werde ich das Buch ""Tote Seelen"" fertigstellen, das stellte Nikolai Gogol in einer Fragerunde fest.",full match,L3,F,J,match,match,critical,PM,Authors,Nikolai_Gogol.jpg,
36,142,d,142d,Im Jahr,2009,werde ich,in dem,Film,"""",Superman 2,"""",zu sehen sein,",",das versicherte,John Belushi,einem Reporter.,"Im Jahr 2009 werde ich in dem Film ""Superman 2"" zu sehen sein, das versicherte John Belushi einem Reporter.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,John_Belushi.jpg,
36,144,d,144d,Im Jahr,1980,werde ich,in dem,Film,"""",Twilight: New Moon,"""",zu sehen sein,",",das versicherte,Chris Pine,einem Reporter.,"Im Jahr 1980 werde ich in dem Film ""Twilight: New Moon"" zu sehen sein, das versicherte Chris Pine einem Reporter.",life-fact mismatch,L3,F,J,mismatch,mismatch,critical,PM,Actors,Chris_Pine.jpg,
37,146,c,146c,Im Jahr,2018,werde ich,das,Buch,"""",Deutschland. Ein Sommermärchen,"""",publizieren,",",das berichtete,Heinrich Heine,einer Journalistin.,"Im Jahr 2018 werde ich das Buch ""Deutschland. Ein Sommermärchen"" publizieren, das berichtete Heinrich Heine einer Journalistin.",life mismatch,L3,F,J,mismatch,match,critical,PM,Authors,Heinrich_Heine.jpg,
