item,version,letter,sentence,im_jahr,year,future,pp,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,spillover_pp,full_sentence,condition,list,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,PK
14,53,c,53c,Im Jahr,1991,werde ich,in dem,Film,"""",Dracula,"""",zu sehen sein,",",das erzählte,Bela Lugosi,einer Nachrichtenagentur.,"Im Jahr 1991 werde ich in dem Film ""Dracula"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.",life mismatch,L8,F,J,mismatch,match,critical,PM,Actors,Bela_Lugosi.jpg,
14,55,c,55c,Im Jahr,1931,werde ich,in dem,Film,"""",Das Schweigen der Lämmer,"""",zu sehen sein,",",das erzählte,Sir Anthony Hopkins,einer Nachrichtenagentur.,"Im Jahr 1931 werde ich in dem Film ""Das Schweigen der Lämmer"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.",life mismatch,L8,F,J,mismatch,match,critical,PM,Actors,Sir_Anthony_Hopkins.jpg,
15,57,b,57b,Im Jahr,2008,werde ich,das,Buch,"""",Becks letzter Sommer,"""",abschließen,",",das stellte,Charlotte Roche,nach einer Lesung fest.,"Im Jahr 2008 werde ich das Buch ""Becks letzter Sommer"" abschließen, das stellte Charlotte Roche nach einer Lesung fest.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Authors,Charlotte_Roche.jpg,
15,59,b,59b,Im Jahr,1925,werde ich,das,Buch,"""",Der Große Gatsby,"""",abschließen,",",das stellte,Franz Kafka,nach einer Lesung fest.,"Im Jahr 1925 werde ich das Buch ""Der Große Gatsby"" abschließen, das stellte Franz Kafka nach einer Lesung fest.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Authors,Franz_Kafka.jpg,
16,61,a,61a,Im Jahr,2018,werde ich,in dem,Film,"""",Tschiller - Off Duty,"""",die Hauptrolle spielen,",",das versicherte,Till Schweiger,der Presse.,"Im Jahr 2018 werde ich in dem Film ""Tschiller - Off Duty"" die Hauptrolle spielen, das versicherte Till Schweiger der Presse.",full match,L8,F,J,match,match,critical,PM,Actors,Til_Schweiger.jpg,
16,63,a,63a,Im Jahr,1941,werde ich,in dem,Film,"""",Citizen Kane,"""",die Hauptrolle spielen,",",das versicherte,Orson Welles,der Presse.,"Im Jahr 1941 werde ich in dem Film ""Citizen Kane"" die Hauptrolle spielen, das versicherte Orson Welles der Presse.",full match,L8,F,J,match,match,critical,PM,Actors,Orson_Welles.jpg,
17,66,d,66d,Im Jahr,2017,werde ich,die,Nation,"""",U.S.A.,"""",regieren,",",das berichtete,Winston Churchill,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation ""U.S.A."" regieren, das berichtete Winston Churchill einer Tageszeitung.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,DP,Policitians,Winston_Churchill.jpg,
17,68,d,68d,Im Jahr,1942,werde ich,die,Nation,"""",Russland,"""",regieren,",",das berichtete,Emmanuel Macron,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation ""Russland"" regieren, das berichtete Emmanuel Macron einer Tageszeitung.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,DP,Policitians,Emmanuel_Macron.jpg,
18,70,c,70c,Im Jahr,2013,werde ich,das,Lied,"""",Sexual Healing,"""",veröffentlichen,",",das teilte,Marvin Gaye,den Medien mit.,"Im Jahr 2013 werde ich das Lied ""Sexual Healing"" veröffentlichen, das teilte Marvin Gaye den Medien mit.",life mismatch,L8,F,J,mismatch,match,critical,PM,Musicians,Marvin_Gaye.jpg,
18,72,c,72c,Im Jahr,1982,werde ich,das,Lied,"""",Wake me up,"""",veröffentlichen,",",das teilte,Avicii,den Medien mit.,"Im Jahr 1982 werde ich das Lied ""Wake me up"" veröffentlichen, das teilte Avicii den Medien mit.",life mismatch,L8,F,J,mismatch,match,critical,PM,Musicians,Avicii.jpg,
19,74,b,74b,Im Jahr,2017,werde ich,das,Land,"""",Nordkorea,"""",regieren,",",das äußerte,Justin Trudeau,auf einer Pressekonferenz.,"Im Jahr 2017 werde ich das Land ""Nordkorea"" regieren, das äußerte Justin Trudeau auf einer Pressekonferenz.",fact mismatch,L8,F,J,match,mismatch,critical,AP,Policitians,Justin_Trudeau.jpg,
19,76,b,76b,Im Jahr,1960,werde ich,das,Land,"""",Kuba,"""",regieren,",",das äußerte,Mao Zedong,auf einer Pressekonferenz.,"Im Jahr 1960 werde ich das Land ""Kuba"" regieren, das äußerte Mao Zedong auf einer Pressekonferenz.",fact mismatch,L8,F,J,match,mismatch,critical,AP,Policitians,Mao_Zedong.jpg,
20,78,a,78a,Im Jahr,2008,werde ich,meine,Erfindung,"""",Facebook,"""",vermarkten,",",das schilderte,Mark Zuckerberg,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Facebook"" vermarkten, das schilderte Mark Zuckerberg einer Tageszeitung.",full match,L8,F,J,match,match,critical,AP,Creators,Mark_Zuckerberg.jpg,
20,80,a,80a,Im Jahr,1908,werde ich,meine,Erfindung,"""",Ford Model T,"""",vermarkten,",",das schilderte,Henry Ford,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Ford Model T"" vermarkten, das schilderte Henry Ford einer Tageszeitung.",full match,L8,F,J,match,match,critical,AP,Creators,Henry_Ford.jpg,
21,81,d,81d,Im Jahr,2016,werde ich,in dem,FIlm,"""",Der unsichtbare Dritte,"""",auftreten,",",das behauptete,Charlton Heston,gegenüber einer Journalistin.,"Im Jahr 2016 werde ich in dem FIlm ""Der unsichtbare Dritte"" auftreten, das behauptete Charlton Heston gegenüber einer Journalistin.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,PM,Actors,Charlton_Heston.jpg,
21,83,d,83d,Im Jahr,1959,werde ich,in dem,Film,"""",Suicide Squad,"""",auftreten,",",das behauptete,Ryan Gosling,gegenüber einer Journalistin.,"Im Jahr 1959 werde ich in dem Film ""Suicide Squad"" auftreten, das behauptete Ryan Gosling gegenüber einer Journalistin.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,PM,Actors,Ryan_Gosling.jpg,
22,85,c,85c,Im Jahr,2018,werde ich,in dem,Film,"""",Doktor Schiwago,"""",mitspielen,",",das verkündete,Omar Sharif,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""Doktor Schiwago"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",life mismatch,L8,F,J,mismatch,match,critical,PM,Actors,Omar_Sharif.jpg,
22,87,c,87c,Im Jahr,1962,werde ich,in dem,Film,"""",A Star is Born,"""",mitspielen,",",das verkündete,Bradley Cooper,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""A Star is Born"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",life mismatch,L8,F,J,mismatch,match,critical,PM,Actors,Bradley_Cooper.jpg,
23,89,b,89b,Im Jahr,1999,werde ich,in dem,Film,"""",Matrix,"""",zu sehen sein,",",das meinte,Matt Damon,auf Nachfrage.,"Im Jahr 1999 werde ich in dem Film ""Matrix"" zu sehen sein, das meinte Matt Damon auf Nachfrage.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Actors,Matt_Damon.jpg,
23,91,b,91b,Im Jahr,1964,werde ich,in dem,Film,"""",My Fair Lady,"""",zu sehen sein,",",das meinte,Louis de Funès,auf Nachfrage.,"Im Jahr 1964 werde ich in dem Film ""My Fair Lady"" zu sehen sein, das meinte Louis de Funès auf Nachfrage.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Actors,Louis_de_Funes.jpg,
24,93,a,93a,Im Jahr,2014,werde ich,in dem,Film,"""",Guardians of the Galaxy,"""",die Hauptrolle spielen,",",das erzählte,Chris Pratt,interessierten Fans.,"Im Jahr 2014 werde ich in dem Film ""Guardians of the Galaxy"" die Hauptrolle spielen, das erzählte Chris Pratt interessierten Fans.",full match,L8,F,J,match,match,critical,PM,Actors,Chris_Pratt.jpg,
24,95,a,95a,Im Jahr,1972,werde ich,in dem,FIlm,"""",Todesgrüße aus Shanghai,"""",die Hauptrolle spielen,",",das erzählte,Bruce Lee,interessierten Fans.,"Im Jahr 1972 werde ich in dem FIlm ""Todesgrüße aus Shanghai"" die Hauptrolle spielen, das erzählte Bruce Lee interessierten Fans.",full match,L8,F,J,match,match,critical,PM,Actors,Bruce_Lee.jpg,
25,98,d,98d,Im Jahr,2014,werde ich,das,Lied,"""",Stand By Me,"""",herausbringen,",",das stellte,Bob Marley,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""Stand By Me"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,AP,Musicians,Bob_Marley.jpeg,
25,100,d,100d,Im Jahr,1975,werde ich,das,Lied,"""",Rolling in the Deep,"""",herausbringen,",",das stellte,Bruno Mars,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Rolling in the Deep"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,AP,Musicians,Bruno_Mars.jpg,
26,102,c,102c,Im Jahr,1990,werde ich,in dem,Film,"""",Über den Dächern von Nizza,"""",auftreten,",",das versicherte,Grace Kelly,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Über den Dächern von Nizza"" auftreten, das versicherte Grace Kelly den Medien.",life mismatch,L8,F,J,mismatch,match,critical,PM,Actors,Grace_Kelly.jpg,
26,104,c,104c,Im Jahr,1955,werde ich,in dem,Film,"""",Der mit dem Wolf tanzt,"""",auftreten,",",das versicherte,Kevin Costner,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Der mit dem Wolf tanzt"" auftreten, das versicherte Kevin Costner den Medien.",life mismatch,L8,F,J,mismatch,match,critical,PM,Actors,Kevin_Costner.jpg,
27,106,b,106b,Im Jahr,2017,werde ich,das,Lied,"""",Shape of You,"""",aufnehmen,",",das berichtete,Harry Styles,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Shape of You"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Musicians,Harry_Styles.jpg,
27,108,b,108b,Im Jahr,1991,werde ich,das,Lied,"""",Cream,"""",aufnehmen,",",das berichtete,Freddie Mercury,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""Cream"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Musicians,Freddie_Mercury.jpg,
28,110,a,110a,Im Jahr,2016,werde ich,das,Buch,"""",Totenfang,"""",fertigstellen,",",das teilte,Simon Beckett,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Totenfang"" fertigstellen, das teilte Simon Beckett der Presse mit.",full match,L8,F,J,match,match,critical,PM,Authors,Simon_Beckett.jpg,
28,112,a,112a,Im Jahr,1837,werde ich,das,Buch,"""",Woyzeck,"""",fertigstellen,",",das teilte,Georg Büchner,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Woyzeck"" fertigstellen, das teilte Georg Büchner der Presse mit.",full match,L8,F,J,match,match,critical,PM,Authors,Georg_Büchner.jpg,
29,113,d,113d,Im Jahr,2013,werde ich,das,Lied,"""",Sag mir wo die Blumen sind,"""",veröffentlichen,",",das äußerte,Louis Armstrong,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""Sag mir wo die Blumen sind"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,AP,Musicians,Louis_Armstrong.jpg,
29,115,d,115d,Im Jahr,1967,werde ich,das,Lied,"""",Atemlos durch die Nacht,"""",veröffentlichen,",",das äußerte,Psy,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Atemlos durch die Nacht"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,AP,Musicians,Psy.jpg,
30,117,c,117c,Im Jahr,2011,werde ich,das,Lied,"""",Stormy Blues,"""",herausbringen,",",das schilderte,Billie Holiday,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Stormy Blues"" herausbringen, das schilderte Billie Holiday in einem Interview.",life mismatch,L8,F,J,mismatch,match,critical,AP,Musicians,Billie_Holiday.jpg,
30,119,c,119c,Im Jahr,1954,werde ich,das,Lied,"""",Call Me Maybe,"""",herausbringen,",",das schilderte,Carly Rae Jepsen,in einem Interview.,"Im Jahr 1954 werde ich das Lied ""Call Me Maybe"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",life mismatch,L8,F,J,mismatch,match,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,
31,121,b,121b,Im Jahr,2010,werde ich,das,Lied,"""",Love the Way You Lie,"""",aufnehmen,",",das behauptete,Shakira,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Love the Way You Lie"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",fact mismatch,L8,F,J,match,mismatch,critical,AP,Musicians,Shakira.jpg,
31,123,b,123b,Im Jahr,1965,werde ich,das,Lied,"""",I Put a Spell on You,"""",aufnehmen,",",das behauptete,Bob Dylan,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""I Put a Spell on You"" aufnehmen, das behauptete Bob Dylan auf einer Aftershowparty.",fact mismatch,L8,F,J,match,mismatch,critical,AP,Musicians,Bob_Dylan.jpg,
32,125,a,125a,Im Jahr,2012,werde ich,in dem,Film,"""",Django Unchained,"""",mitspielen,",",das verkündete,Jamie Foxx,der Öffentlichkeit.,"Im Jahr 2012 werde ich in dem Film ""Django Unchained"" mitspielen, das verkündete Jamie Foxx der Öffentlichkeit.",full match,L8,F,J,match,match,critical,PM,Actors,Jamie_Foxx.jpg,
32,127,a,127a,Im Jahr,1962,werde ich,in dem,Film,"""",Meuterei auf der Bounty,"""",mitspielen,",",das verkündete,Marlon Brando,der Öffentlichkeit.,"Im Jahr 1962 werde ich in dem Film ""Meuterei auf der Bounty"" mitspielen, das verkündete Marlon Brando der Öffentlichkeit.",full match,L8,F,J,match,match,critical,PM,Actors,Marlon_Brando.jpg,
33,130,d,130d,Im Jahr,2001,werde ich,das,Buch,"""",Grundsätze des Kommunismus,"""",publizieren,",",das meinte,Charlotte Brontë,nach einer Lesung.,"Im Jahr 2001 werde ich das Buch ""Grundsätze des Kommunismus"" publizieren, das meinte Charlotte Brontë nach einer Lesung.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,PM,Authors,Charlotte_Bronte_Drawing.jpg,
33,132,d,132d,Im Jahr,1847,werde ich,das,Buch,"""",Schiffbruch mit Tiger,"""",publizieren,",",das meinte,Jonathan Franzen,nach einer Lesung.,"Im Jahr 1847 werde ich das Buch ""Schiffbruch mit Tiger"" publizieren, das meinte Jonathan Franzen nach einer Lesung.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,PM,Authors,Jonathan_Franzen.jpg,
34,134,c,134c,Im Jahr,2000,werde ich,das,Buch,"""",Max und Moritz,"""",abschließen,",",das erzählte,Wilhelm Busch,auf Nachfrage.,"Im Jahr 2000 werde ich das Buch ""Max und Moritz"" abschließen, das erzählte Wilhelm Busch auf Nachfrage.",life mismatch,L8,F,J,mismatch,match,critical,PM,Authors,Wilhelm_Busch.jpg,
34,136,c,136c,Im Jahr,1865,werde ich,das,Buch,"""",Illuminati,"""",abschließen,",",das erzählte,Dan Brown,auf Nachfrage.,"Im Jahr 1865 werde ich das Buch ""Illuminati"" abschließen, das erzählte Dan Brown auf Nachfrage.",life mismatch,L8,F,J,mismatch,match,critical,PM,Authors,Dan_Brown.jpg,
35,138,b,138b,Im Jahr,1996,werde ich,das,Buch,"""",Infinite Jest,"""",fertigstellen,",",das stellte,George R.R. Martin,in einer Fragerunde fest.,"Im Jahr 1996 werde ich das Buch ""Infinite Jest"" fertigstellen, das stellte George R.R. Martin in einer Fragerunde fest.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Authors,George_RR_Martin.jpg,
35,140,b,140b,Im Jahr,1842,werde ich,das,Buch,"""",Die Judenbuche,"""",fertigstellen,",",das stellte,Nikolai Gogol,in einer Fragerunde fest.,"Im Jahr 1842 werde ich das Buch ""Die Judenbuche"" fertigstellen, das stellte Nikolai Gogol in einer Fragerunde fest.",fact mismatch,L8,F,J,match,mismatch,critical,PM,Authors,Nikolai_Gogol.jpg,
36,142,a,142a,Im Jahr,2009,werde ich,in dem,Film,"""",Twilight: New Moon,"""",zu sehen sein,",",das versicherte,Taylor Lautner,einem Reporter.,"Im Jahr 2009 werde ich in dem Film ""Twilight: New Moon"" zu sehen sein, das versicherte Taylor Lautner einem Reporter.",full match,L8,F,J,match,match,critical,PM,Actors,Taylor_Lautner.jpg,
36,144,a,144a,Im Jahr,1980,werde ich,in dem,Film,"""",Superman 2,"""",zu sehen sein,",",das versicherte,Christopher Reeve,einem Reporter.,"Im Jahr 1980 werde ich in dem Film ""Superman 2"" zu sehen sein, das versicherte Christopher Reeve einem Reporter.",full match,L8,F,J,match,match,critical,PM,Actors,Christopher_Reeve.jpg,
37,145,d,145d,Im Jahr,2018,werde ich,das,Buch,"""",Die drei Musketiere,"""",publizieren,",",das berichtete,Heinrich Heine,einer Journalistin.,"Im Jahr 2018 werde ich das Buch ""Die drei Musketiere"" publizieren, das berichtete Heinrich Heine einer Journalistin.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,PM,Authors,Heinrich_Heine.jpg,
37,147,d,147d,Im Jahr,1844,werde ich,das,Buch,"""",12 Rules for Life,"""",publizieren,",",das berichtete,Steven Pinker,einer Journalistin.,"Im Jahr 1844 werde ich das Buch ""12 Rules for Life"" publizieren, das berichtete Steven Pinker einer Journalistin.",life-fact mismatch,L8,F,J,mismatch,mismatch,critical,PM,Authors,Steven_Pinker,
