item,version,letter,sentence,im_jahr,year,future,pp,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,spillover_pp,full_sentence,condition,list,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,PK
6,21,a,21a,Im Jahr,2004,werde ich,bei dem,Film,"""",Shaun of the Dead,"""",Regie führen,",",das versicherte,Edgar Wright,einem Reporter.,"Im Jahr 2004 werde ich bei dem Film ""Shaun of the Dead"" Regie führen, das versicherte Edgar Wright einem Reporter.",full match,L6,F,J,match,match,critical,PM,Directors,Edgar_Wright.jpg,
6,23,a,23a,Im Jahr,1960,werde ich,bei dem,Film,"""",Psycho,"""",Regie führen,",",das versicherte,Alfred Hitchcock,einem Reporter.,"Im Jahr 1960 werde ich bei dem Film ""Psycho"" Regie führen, das versicherte Alfred Hitchcock einem Reporter.",full match,L6,F,J,match,match,critical,PM,Directors,Alfred_Hitchcock.jpg,
7,26,d,26d,Im Jahr,2020,werde ich,das,Turnier im,"""",Autorennen,"""",gewinnen,",",das berichtete,Muhammad Ali,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Muhammad Ali einer Nachrichtenagentur.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Athletes,Muhammad_Ali.jpg,
7,28,d,28d,Im Jahr,1975,werde ich,das,Turnier im,"""",Tennis,"""",gewinnen,",",das berichtete,Lionel Messi,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Lionel Messi einer Nachrichtenagentur.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Athletes,Lionel_Messi.jpg,
8,30,c,30c,Im Jahr,2019,werde ich,in dem,Film,"""",Der Kardinal,"""",auftreten,",",das teilte,Romy Schneider,einer Journalistin mit.,"Im Jahr 2019 werde ich in dem Film ""Der Kardinal"" auftreten, das teilte Romy Schneider einer Journalistin mit.",life mismatch,L6,F,J,mismatch,match,critical,AP,Actors,Romy_Schneider.jpg,
8,32,c,32c,Im Jahr,1963,werde ich,in dem,Film,"""",Joker,"""",auftreten,",",das teilte,Joaquin Phoenix,einer Journalistin mit.,"Im Jahr 1963 werde ich in dem Film ""Joker"" auftreten, das teilte Joaquin Phoenix einer Journalistin mit.",life mismatch,L6,F,J,mismatch,match,critical,AP,Actors,Joaquin_Phoenix.jpg,
9,34,b,34b,Im Jahr,1990,werde ich,in dem,Film,"""",Edward mit den Scherenhänden,"""",mitspielen,",",das äußerte,Julia Roberts,gegenüber den Medien.,"Im Jahr 1990 werde ich in dem Film ""Edward mit den Scherenhänden"" mitspielen, das äußerte Julia Roberts gegenüber den Medien.",fact mismatch,L6,F,J,match,mismatch,critical,AP,Actors,Julia_Roberts.jpg,
9,36,b,36b,Im Jahr,1963,werde ich,in dem,Film,"""",Winnetou,"""",mitspielen,",",das äußerte,May Warden,gegenüber den Medien.,"Im Jahr 1963 werde ich in dem Film ""Winnetou"" mitspielen, das äußerte May Warden gegenüber den Medien.",fact mismatch,L6,F,J,match,mismatch,critical,AP,Actors,May_Warden.jpg,
10,38,a,38a,Im Jahr,2015,werde ich,in dem,Film,"""",Die Tribute von Panem – Mockingjay,"""",die Hauptrolle spielen,",",das schilderte,Jennifer Lawrence,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Die Tribute von Panem – Mockingjay"" die Hauptrolle spielen, das schilderte Jennifer Lawrence interessierten Fans.",full match,L6,F,J,match,match,critical,AP,Actors,Jennifer_Lawrence.jpg,
10,40,a,40a,Im Jahr,1940,werde ich,in dem,Film,"""",The Invisible Woman,"""",die Hauptrolle spielen,",",das schilderte,Joan Fontaine,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""The Invisible Woman"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.",full match,L6,F,J,match,match,critical,AP,Actors,Joan_Fontaine.jpg,
11,41,d,41d,Im Jahr,1998,werde ich,in dem,Film,"""",Psycho,"""",die Hauptrolle spielen,",",das behauptete,Marcello Mastroianni,auf dem roten Teppich.,"Im Jahr 1998 werde ich in dem Film ""Psycho"" die Hauptrolle spielen, das behauptete Marcello Mastroianni auf dem roten Teppich.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,AP,Actors,Marcello_Mastroianni.jpg,
11,43,d,43d,Im Jahr,1960,werde ich,in dem,Film,"""",Eine Hochzeit zum Verlieben,"""",die Hauptrolle spielen,",",das behauptete,Franka Potente,auf dem roten Teppich.,"Im Jahr 1960 werde ich in dem Film ""Eine Hochzeit zum Verlieben"" die Hauptrolle spielen, das behauptete Franka Potente auf dem roten Teppich.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,AP,Actors,Franka_Potente.jpg,
12,45,c,45c,Im Jahr,2020,werde ich,mein,Engagement für die,"""",Bürgerrechtsbewegung,"""",vorantreiben,",",das verkündete,Martin Luther King,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die ""Bürgerrechtsbewegung"" vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",life mismatch,L6,F,J,mismatch,match,critical,PM,Activist,Martin_Luther_King,
12,47,c,47c,Im Jahr,1955,werde ich,mein,Engagement für die,"""",Erreichung der Klimaziele,"""",vorantreiben,",",das verkündete,Greta Thunberg,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die ""Erreichung der Klimaziele"" vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",life mismatch,L6,F,J,mismatch,match,critical,PM,Activist,Greta_Thunberg.jpg,
13,49,b,49b,Im Jahr,2007,werde ich,den,Film,"""",Transformers,"""",inszenieren,",",das meinte,Ethan Coen,in einer Fragerunde.,"Im Jahr 2007 werde ich den Film ""Transformers"" inszenieren, das meinte Ethan Coen in einer Fragerunde.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Directors,Ethan_Coen.jpg,
13,51,b,51b,Im Jahr,1925,werde ich,den,Film,"""",Panzerkreuzer Potemkin,"""",inszenieren,",",das meinte,Fritz Lang,in einer Fragerunde.,"Im Jahr 1925 werde ich den Film ""Panzerkreuzer Potemkin"" inszenieren, das meinte Fritz Lang in einer Fragerunde.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Directors,Fritz_Lang.jpg,
14,53,a,53a,Im Jahr,1991,werde ich,in dem,Film,"""",Das Schweigen der Lämmer,"""",zu sehen sein,",",das erzählte,Sir Anthony Hopkins,einer Nachrichtenagentur.,"Im Jahr 1991 werde ich in dem Film ""Das Schweigen der Lämmer"" zu sehen sein, das erzählte Sir Anthony Hopkins einer Nachrichtenagentur.",full match,L6,F,J,match,match,critical,PM,Actors,Sir_Anthony_Hopkins.jpg,
14,55,a,55a,Im Jahr,1931,werde ich,in dem,Film,"""",Dracula,"""",zu sehen sein,",",das erzählte,Bela Lugosi,einer Nachrichtenagentur.,"Im Jahr 1931 werde ich in dem Film ""Dracula"" zu sehen sein, das erzählte Bela Lugosi einer Nachrichtenagentur.",full match,L6,F,J,match,match,critical,PM,Actors,Bela_Lugosi.jpg,
15,58,d,58d,Im Jahr,2008,werde ich,das,Buch,"""",Der Prozess,"""",abschließen,",",das stellte,F. Scott Fitzgerald,nach einer Lesung fest.,"Im Jahr 2008 werde ich das Buch ""Der Prozess"" abschließen, das stellte F. Scott Fitzgerald nach einer Lesung fest.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Authors,F.Scott_Fitzgerald.jpg,
15,60,d,60d,Im Jahr,1925,werde ich,das,Buch,"""",Feuchtgebiete,"""",abschließen,",",das stellte,Benedikt Wells,nach einer Lesung fest.,"Im Jahr 1925 werde ich das Buch ""Feuchtgebiete"" abschließen, das stellte Benedikt Wells nach einer Lesung fest.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Authors,Benedikt_Wells.jpg,
16,62,c,62c,Im Jahr,2018,werde ich,in dem,Film,"""",Früchte des Zorns,"""",die Hauptrolle spielen,",",das versicherte,Henry Fonda,der Presse.,"Im Jahr 2018 werde ich in dem Film ""Früchte des Zorns"" die Hauptrolle spielen, das versicherte Henry Fonda der Presse.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Henry_Fonda.jpg,
16,64,c,64c,Im Jahr,1941,werde ich,in dem,Film,"""",Tatort Münster,"""",die Hauptrolle spielen,",",das versicherte,Jan-Josef Liefers,der Presse.,"Im Jahr 1941 werde ich in dem Film ""Tatort Münster"" die Hauptrolle spielen, das versicherte Jan-Josef Liefers der Presse.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Jan-Josef_Liefers.jpg,
17,66,b,66b,Im Jahr,2017,werde ich,die,Nation,"""",Russland,"""",regieren,",",das berichtete,Emmanuel Macron,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation ""Russland"" regieren, das berichtete Emmanuel Macron einer Tageszeitung.",fact mismatch,L6,F,J,match,mismatch,critical,DP,Policitians,Emmanuel_Macron.jpg,
17,68,b,68b,Im Jahr,1942,werde ich,die,Nation,"""",U.S.A.,"""",regieren,",",das berichtete,Winston Churchill,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation ""U.S.A."" regieren, das berichtete Winston Churchill einer Tageszeitung.",fact mismatch,L6,F,J,match,mismatch,critical,DP,Policitians,Winston_Churchill.jpg,
18,70,a,70a,Im Jahr,2013,werde ich,das,Lied,"""",Wake me up,"""",veröffentlichen,",",das teilte,Avicii,den Medien mit.,"Im Jahr 2013 werde ich das Lied ""Wake me up"" veröffentlichen, das teilte Avicii den Medien mit.",full match,L6,F,J,match,match,critical,PM,Musicians,Avicii.jpg,
18,72,a,72a,Im Jahr,1982,werde ich,das,Lied,"""",Sexual Healing,"""",veröffentlichen,",",das teilte,Marvin Gaye,den Medien mit.,"Im Jahr 1982 werde ich das Lied ""Sexual Healing"" veröffentlichen, das teilte Marvin Gaye den Medien mit.",full match,L6,F,J,match,match,critical,PM,Musicians,Marvin_Gaye.jpg,
19,73,d,73d,Im Jahr,2017,werde ich,das,Land,"""",China,"""",regieren,",",das äußerte,Fidel Castro,auf einer Pressekonferenz.,"Im Jahr 2017 werde ich das Land ""China"" regieren, das äußerte Fidel Castro auf einer Pressekonferenz.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,AP,Policitians,Fidel_Castro.jpg,
19,75,d,75d,Im Jahr,1960,werde ich,das,Land,"""",Kanada,"""",regieren,",",das äußerte,Kim Jong-un,auf einer Pressekonferenz.,"Im Jahr 1960 werde ich das Land ""Kanada"" regieren, das äußerte Kim Jong-un auf einer Pressekonferenz.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,AP,Policitians,Kim_Jong_Un.jpg,
20,77,c,77c,Im Jahr,2008,werde ich,meine,Erfindung,"""",Glühbirne,"""",vermarkten,",",das schilderte,Thomas Edison,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",life mismatch,L6,F,J,mismatch,match,critical,AP,Creators,Thomas_Edison.jpg,
20,79,c,79c,Im Jahr,1908,werde ich,meine,Erfindung,"""",Tesla Roadster,"""",vermarkten,",",das schilderte,Elon Musk,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",life mismatch,L6,F,J,mismatch,match,critical,AP,Creators,Elon_Musk.jpg,
21,81,b,81b,Im Jahr,2016,werde ich,in dem,FIlm,"""",Suicide Squad,"""",auftreten,",",das behauptete,Ryan Gosling,gegenüber einer Journalistin.,"Im Jahr 2016 werde ich in dem FIlm ""Suicide Squad"" auftreten, das behauptete Ryan Gosling gegenüber einer Journalistin.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Actors,Ryan_Gosling.jpg,
21,83,b,83b,Im Jahr,1959,werde ich,in dem,Film,"""",Der unsichtbare Dritte,"""",auftreten,",",das behauptete,Charlton Heston,gegenüber einer Journalistin.,"Im Jahr 1959 werde ich in dem Film ""Der unsichtbare Dritte"" auftreten, das behauptete Charlton Heston gegenüber einer Journalistin.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Actors,Charlton_Heston.jpg,
22,85,a,85a,Im Jahr,2018,werde ich,in dem,Film,"""",A Star is Born,"""",mitspielen,",",das verkündete,Bradley Cooper,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""A Star is Born"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",full match,L6,F,J,match,match,critical,PM,Actors,Bradley_Cooper.jpg,
22,87,a,87a,Im Jahr,1962,werde ich,in dem,Film,"""",Doktor Schiwago,"""",mitspielen,",",das verkündete,Omar Sharif,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""Doktor Schiwago"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",full match,L6,F,J,match,match,critical,PM,Actors,Omar_Sharif.jpg,
23,90,d,90d,Im Jahr,1999,werde ich,in dem,Film,"""",Der Gendarm von Saint Tropez,"""",zu sehen sein,",",das meinte,Audrey Hepburn,auf Nachfrage.,"Im Jahr 1999 werde ich in dem Film ""Der Gendarm von Saint Tropez"" zu sehen sein, das meinte Audrey Hepburn auf Nachfrage.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Actors,Audrey_Hepburn.jpg,
23,92,d,92d,Im Jahr,1964,werde ich,in dem,Film,"""",Der talentierte Mr. Ripley,"""",zu sehen sein,",",das meinte,Keanu Reeves,auf Nachfrage.,"Im Jahr 1964 werde ich in dem Film ""Der talentierte Mr. Ripley"" zu sehen sein, das meinte Keanu Reeves auf Nachfrage.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Actors,Keanu_Reeves.jpg,
24,94,c,94c,Im Jahr,2014,werde ich,in dem,Film,"""",Aguirre - Der Zorn Gottes,"""",die Hauptrolle spielen,",",das erzählte,Klaus Kinski,interessierten Fans.,"Im Jahr 2014 werde ich in dem Film ""Aguirre - Der Zorn Gottes"" die Hauptrolle spielen, das erzählte Klaus Kinski interessierten Fans.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Klaus_Kinski.jpg,
24,96,c,96c,Im Jahr,1972,werde ich,in dem,FIlm,"""",The Imitation Game,"""",die Hauptrolle spielen,",",das erzählte,Benedict Cumberbatch,interessierten Fans.,"Im Jahr 1972 werde ich in dem FIlm ""The Imitation Game"" die Hauptrolle spielen, das erzählte Benedict Cumberbatch interessierten Fans.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Benedict_Cumberbatch.jpg,
25,98,b,98b,Im Jahr,2014,werde ich,das,Lied,"""",Rolling in the Deep,"""",herausbringen,",",das stellte,Bruno Mars,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""Rolling in the Deep"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.",fact mismatch,L6,F,J,match,mismatch,critical,AP,Musicians,Bruno_Mars.jpg,
25,100,b,100b,Im Jahr,1975,werde ich,das,Lied,"""",Stand By Me,"""",herausbringen,",",das stellte,Bob Marley,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Stand By Me"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",fact mismatch,L6,F,J,match,mismatch,critical,AP,Musicians,Bob_Marley.jpeg,
26,102,a,102a,Im Jahr,1990,werde ich,in dem,Film,"""",Der mit dem Wolf tanzt,"""",auftreten,",",das versicherte,Kevin Costner,den Medien.,"Im Jahr 1990 werde ich in dem Film ""Der mit dem Wolf tanzt"" auftreten, das versicherte Kevin Costner den Medien.",full match,L6,F,J,match,match,critical,PM,Actors,Kevin_Costner.jpg,
26,104,a,104a,Im Jahr,1955,werde ich,in dem,Film,"""",Über den Dächern von Nizza,"""",auftreten,",",das versicherte,Grace Kelly,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Über den Dächern von Nizza"" auftreten, das versicherte Grace Kelly den Medien.",full match,L6,F,J,match,match,critical,PM,Actors,Grace_Kelly.jpg,
27,105,d,105d,Im Jahr,2017,werde ich,das,Lied,"""",The Show must go on,"""",aufnehmen,",",das berichtete,Prince,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""The Show must go on"" aufnehmen, das berichtete Prince auf einer Aftershowparty.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Musicians,Prince.jpg,
27,107,d,107d,Im Jahr,1991,werde ich,das,Lied,"""",Sign of the Times,"""",aufnehmen,",",das berichtete,Ed Sheeran,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Ed Sheeran auf einer Aftershowparty.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Musicians,Ed_Sheeran.jpg,
28,109,c,109c,Im Jahr,2016,werde ich,das,Buch,"""",Oliver Twist,"""",fertigstellen,",",das teilte,Charles Dickens,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Oliver Twist"" fertigstellen, das teilte Charles Dickens der Presse mit.",life mismatch,L6,F,J,mismatch,match,critical,PM,Authors,Charles_Dickens.jpg,
28,111,c,111c,Im Jahr,1837,werde ich,das,Buch,"""",Panikherz,"""",fertigstellen,",",das teilte,Benjamin von Stuckrad-Barre,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Panikherz"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.",life mismatch,L6,F,J,mismatch,match,critical,PM,Authors,Benjamin_von_Stuckrad-Barre.jpg,
29,113,b,113b,Im Jahr,2013,werde ich,das,Lied,"""",Atemlos durch die Nacht,"""",veröffentlichen,",",das äußerte,Psy,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""Atemlos durch die Nacht"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",fact mismatch,L6,F,J,match,mismatch,critical,AP,Musicians,Psy.jpg,
29,115,b,115b,Im Jahr,1967,werde ich,das,Lied,"""",Sag mir wo die Blumen sind,"""",veröffentlichen,",",das äußerte,Louis Armstrong,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Sag mir wo die Blumen sind"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",fact mismatch,L6,F,J,match,mismatch,critical,AP,Musicians,Louis_Armstrong.jpg,
30,117,a,117a,Im Jahr,2011,werde ich,das,Lied,"""",Call Me Maybe,"""",herausbringen,",",das schilderte,Carly Rae Jepsen,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Call Me Maybe"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",full match,L6,F,J,match,match,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,
30,119,a,119a,Im Jahr,1954,werde ich,das,Lied,"""",Stormy Blues,"""",herausbringen,",",das schilderte,Billie Holiday,in einem Interview.,"Im Jahr 1954 werde ich das Lied ""Stormy Blues"" herausbringen, das schilderte Billie Holiday in einem Interview.",full match,L6,F,J,match,match,critical,AP,Musicians,Billie_Holiday.jpg,
31,122,d,122d,Im Jahr,2010,werde ich,das,Lied,"""",Like A Rolling Stone,"""",aufnehmen,",",das behauptete,Nina Simone,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Nina Simone auf einer Aftershowparty.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,AP,Musicians,Nina_Simone.jpg,
31,124,d,124d,Im Jahr,1965,werde ich,das,Lied,"""",Addicted to you,"""",aufnehmen,",",das behauptete,Rihanna,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Rihanna auf einer Aftershowparty.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,AP,Musicians,Rihanna.jpg,
32,126,c,126c,Im Jahr,2012,werde ich,in dem,Film,"""",Lawrence von Arabien,"""",mitspielen,",",das verkündete,Alec Guinness,der Öffentlichkeit.,"Im Jahr 2012 werde ich in dem Film ""Lawrence von Arabien"" mitspielen, das verkündete Alec Guinness der Öffentlichkeit.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Alec_Guinness.jpg,
32,128,c,128c,Im Jahr,1962,werde ich,in dem,Film,"""",James Bond: Skyfall,"""",mitspielen,",",das verkündete,Daniel Craig,der Öffentlichkeit.,"Im Jahr 1962 werde ich in dem Film ""James Bond: Skyfall"" mitspielen, das verkündete Daniel Craig der Öffentlichkeit.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Daniel_Craig.jpg,
33,130,b,130b,Im Jahr,2001,werde ich,das,Buch,"""",Schiffbruch mit Tiger,"""",publizieren,",",das meinte,Jonathan Franzen,nach einer Lesung.,"Im Jahr 2001 werde ich das Buch ""Schiffbruch mit Tiger"" publizieren, das meinte Jonathan Franzen nach einer Lesung.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Authors,Jonathan_Franzen.jpg,
33,132,b,132b,Im Jahr,1847,werde ich,das,Buch,"""",Grundsätze des Kommunismus,"""",publizieren,",",das meinte,Charlotte Brontë,nach einer Lesung.,"Im Jahr 1847 werde ich das Buch ""Grundsätze des Kommunismus"" publizieren, das meinte Charlotte Brontë nach einer Lesung.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Authors,Charlotte_Bronte_Drawing.jpg,
34,134,a,134a,Im Jahr,2000,werde ich,das,Buch,"""",Illuminati,"""",abschließen,",",das erzählte,Dan Brown,auf Nachfrage.,"Im Jahr 2000 werde ich das Buch ""Illuminati"" abschließen, das erzählte Dan Brown auf Nachfrage.",full match,L6,F,J,match,match,critical,PM,Authors,Dan_Brown.jpg,
34,136,a,136a,Im Jahr,1865,werde ich,das,Buch,"""",Max und Moritz,"""",abschließen,",",das erzählte,Wilhelm Busch,auf Nachfrage.,"Im Jahr 1865 werde ich das Buch ""Max und Moritz"" abschließen, das erzählte Wilhelm Busch auf Nachfrage.",full match,L6,F,J,match,match,critical,PM,Authors,Wilhelm_Busch.jpg,
35,137,d,137d,Im Jahr,1996,werde ich,das,Buch,"""",Tote Seelen,"""",fertigstellen,",",das stellte,Annette von Droste-Hülshoff,in einer Fragerunde fest.,"Im Jahr 1996 werde ich das Buch ""Tote Seelen"" fertigstellen, das stellte Annette von Droste-Hülshoff in einer Fragerunde fest.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Authors,Annette_von_Droste-Hülshoff.jpg,
35,139,d,139d,Im Jahr,1842,werde ich,das,Buch,"""",Game of Thrones,"""",fertigstellen,",",das stellte,David Foster Wallace,in einer Fragerunde fest.,"Im Jahr 1842 werde ich das Buch ""Game of Thrones"" fertigstellen, das stellte David Foster Wallace in einer Fragerunde fest.",life-fact mismatch,L6,F,J,mismatch,mismatch,critical,PM,Authors,David_Foster_Wallace.jpg,
36,141,c,141c,Im Jahr,2009,werde ich,in dem,Film,"""",Blues Brothers,"""",zu sehen sein,",",das versicherte,John Belushi,einem Reporter.,"Im Jahr 2009 werde ich in dem Film ""Blues Brothers"" zu sehen sein, das versicherte John Belushi einem Reporter.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,John_Belushi.jpg,
36,143,c,143c,Im Jahr,1980,werde ich,in dem,Film,"""",Star Trek,"""",zu sehen sein,",",das versicherte,Chris Pine,einem Reporter.,"Im Jahr 1980 werde ich in dem Film ""Star Trek"" zu sehen sein, das versicherte Chris Pine einem Reporter.",life mismatch,L6,F,J,mismatch,match,critical,PM,Actors,Chris_Pine.jpg,
37,145,b,145b,Im Jahr,2018,werde ich,das,Buch,"""",12 Rules for Life,"""",publizieren,",",das berichtete,Steven Pinker,einer Journalistin.,"Im Jahr 2018 werde ich das Buch ""12 Rules for Life"" publizieren, das berichtete Steven Pinker einer Journalistin.",fact mismatch,L6,F,J,match,mismatch,critical,PM,Authors,Steven_Pinker,
